fname,id,context,question,answer
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1011,প্রসব পরবর্তী সতর্কতা ও  যত্ন,ডেলিভারির পর প্রসব-পরবর্তী কোন যত্ন নেওয়া প্রয়োজন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1011, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'ডেলিভারির পর প্রসব-পরবর্তী কোন যত্ন নেওয়া প্রয়োজন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1012,প্রসব পরবর্তী সতর্কতা ও  যত্ন,ডেলিভারির পর বাড়ি ফেরার আগে কি কি যেনে নেয়া উচিত?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1012, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'ডেলিভারির পর বাড়ি ফেরার আগে কি কি যেনে নেয়া উচিত?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1013,প্রসব পরবর্তী সতর্কতা ও  যত্ন,সিজার  এবং নরমাল ডেলিভারির পর কি কি লক্ষণ দেখা দিতে পারে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1013, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'সিজার  এবং নরমাল ডেলিভারির পর কি কি লক্ষণ দেখা দিতে পারে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1014,প্রসব পরবর্তী সতর্কতা ও  যত্ন,দ্রুত সুস্থ হয়ে উঠতে আপনার করণীয় কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1014, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'দ্রুত সুস্থ হয়ে উঠতে আপনার করণীয় কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1022,নবজাতক কে স্তন্যপান,সন্তানকে কখন বুকের দুধ খাওয়ানো যাবে না?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1022, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'সন্তানকে কখন বুকের দুধ খাওয়ানো যাবে না?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1023,নবজাতক কে স্তন্যপান,কখন শিশুকে মায়ের দুধ খাওয়ানো যাবে না ?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1023, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'কখন শিশুকে মায়ের দুধ খাওয়ানো যাবে না ?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1059,প্রসব পরবর্তী করনীয়,ডেলিভারির পর পেট কমানোর উপায় কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1059, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'ডেলিভারির পর পেট কমানোর উপায় কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1060,প্রসব পরবর্তী করনীয়,নিয়মিত ব্যায়াম করলে কি উপকার হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1060, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'নিয়মিত ব্যায়াম করলে কি উপকার হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1061,প্রসব পরবর্তী করনীয়,সঠিক পরিমাণে সুষম খাবার খাওয়ার নিয়ম কি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1061, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'সঠিক পরিমাণে সুষম খাবার খাওয়ার নিয়ম কি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1062,নবজাতক কে স্তন্যপান,শিশুকে বুকের দুধ খাওয়ানোর সুফল কি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1062, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'শিশুকে বুকের দুধ খাওয়ানোর সুফল কি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1088,হাসপাতালে প্রসব,কখন হাসপাতালে যেতে হবে ?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1088, 'context': 'হাসপাতালে প্রসব', 'question': 'কখন হাসপাতালে যেতে হবে ?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1089,প্রসব পরবর্তী সতর্কতা ও  যত্ন,সিজারের পর সেরে ওঠতে কত দিন লাগে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1089, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'সিজারের পর সেরে ওঠতে কত দিন লাগে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1090,প্রসব পরবর্তী সতর্কতা ও  যত্ন,কোন লক্ষণগুলো স্বাভাবিক?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1090, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'কোন লক্ষণগুলো স্বাভাবিক?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1091,প্রসব পরবর্তী করনীয়,সিজারের পর সেরে ওঠতে করণীয় কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1091, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'সিজারের পর সেরে ওঠতে করণীয় কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1093,প্রসব পরবর্তী করনীয়,সিজারের পর কী কী খাওয়া যাবে না?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1093, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'সিজারের পর কী কী খাওয়া যাবে না?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1094,প্রসব পরবর্তী করনীয়,সিজারের পর বেল্ট ব্যবহার করতে হবে কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1094, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'সিজারের পর বেল্ট ব্যবহার করতে হবে কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,1109,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী সমস্যা ও বিপদ চিহ্ন গুলো কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 1109, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী সমস্যা ও বিপদ চিহ্ন গুলো কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2221,শিশুর বিকাশ ও করণীয়,শিশুর 2 মাস বয়েস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2221, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 2 মাস বয়েস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2222,শিশুর বিকাশ ও করণীয়,শিশুর কী পেটের গোলমাল হয়েছে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2222, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর কী পেটের গোলমাল হয়েছে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2223,শিশুর বিকাশ ও করণীয়,আমি কী আমার অসুস্থ শিশুকে খাওয়াতে পারি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2223, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমি কী আমার অসুস্থ শিশুকে খাওয়াতে পারি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2224,শিশুর বিকাশ ও করণীয়,আমার শিশু কখন হাসতে শিখবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2224, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশু কখন হাসতে শিখবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2225,শিশুর বিকাশ ও করণীয়,আমার শিশু কখন হাঁটতে শুরু করবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2225, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশু কখন হাঁটতে শুরু করবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2226,শিশুর বিকাশ ও করণীয়,শিশুর  10 মাস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2226, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর  10 মাস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2227,শিশুর বিকাশ ও করণীয়,শিশুর জন্য কোন কোন শক্ত খাবার সবচেয়ে ভালো?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2227, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর জন্য কোন কোন শক্ত খাবার সবচেয়ে ভালো?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2228,শিশুর বিকাশ ও করণীয়,শিশুর 9 মাস  বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2228, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 9 মাস  বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2229,শিশুর বিকাশ ও করণীয়,আমার শিশুর পেটের গোলমাল হলে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2229, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশুর পেটের গোলমাল হলে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2230,শিশুর বিকাশ ও করণীয়,শিশুর 8 মাস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2230, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 8 মাস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2231,শিশুর বিকাশ ও করণীয়,আমার শিশুর সঙ্গে খেতে বসার উপকারিতা কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2231, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশুর সঙ্গে খেতে বসার উপকারিতা কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2232,শিশুর বিকাশ ও করণীয়,আমার শিশু হাঁটা চলা শুরু করলে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2232, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশু হাঁটা চলা শুরু করলে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2233,শিশুর বিকাশ ও করণীয়,আমার শিশুকে কতটা খাবার দিতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2233, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশুকে কতটা খাবার দিতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2234,শিশুর বিকাশ ও করণীয়,আপনার শিশুকে কিভাবে সুরক্ষিত রাখবেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2234, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আপনার শিশুকে কিভাবে সুরক্ষিত রাখবেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2235,শিশুর বিকাশ ও করণীয়,আমার শিশু কখন উঠে দাঁড়াতে পারবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2235, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশু কখন উঠে দাঁড়াতে পারবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2236,শিশুর বিকাশ ও করণীয়,শিশুর 4 মাস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2236, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 4 মাস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2237,শিশুর বিকাশ ও করণীয়,শিশুর 3 মাস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2237, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 3 মাস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2241,শিশুর বিকাশ ও করণীয়,শিশুর 1 মাস বয়েসে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2241, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'শিশুর 1 মাস বয়েসে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2242,নবজাতক কে স্তন্যপান,শিশু কী পর্যাপ্ত পরিমাণে দুধ পাচ্ছে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2242, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'শিশু কী পর্যাপ্ত পরিমাণে দুধ পাচ্ছে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2244,প্রসব পরবর্তী করনীয়,জন্মের পরে চেক-আপ কেন করতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2244, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'জন্মের পরে চেক-আপ কেন করতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2245,শিশুর বিকাশ ও করণীয়,আমার শিশু কাঁদে কেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2245, 'context': 'শিশুর বিকাশ ও করণীয়', 'question': 'আমার শিশু কাঁদে কেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2246,নবজাতক এর পরিচর্যা,তোমার নতুন বাচ্চার জন্য কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2246, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'তোমার নতুন বাচ্চার জন্য কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2247,নবজাতক এর পরিচর্যা,আপনার নবজাতককে নিজের কাছে ধরে রাখতে হয় কেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2247, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'আপনার নবজাতককে নিজের কাছে ধরে রাখতে হয় কেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2248,নবজাতক এর পরিচর্যা,আমার শিশুকে কীভাবে উষ্ণ রাখা যায়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2248, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'আমার শিশুকে কীভাবে উষ্ণ রাখা যায়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2249,নবজাতক কে স্তন্যপান,শিশুর শুধু বুকের দুধ দরকার কেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2249, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'শিশুর শুধু বুকের দুধ দরকার কেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,2250,নবজাতক কে স্তন্যপান,বুকের দুধ - কীভাবে শুরু করতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': 2250, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'বুকের দুধ - কীভাবে শুরু করতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতকের অত্যাবশ্যকীয় পরিচর্যা গুলো কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতকের অত্যাবশ্যকীয় পরিচর্যা গুলো কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতকের সংক্রমণ প্রতিরোধের উপায় কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতকের সংক্রমণ প্রতিরোধের উপায় কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতকের কী সব বিপদচিহ্ন দেখা দিলে দ্রুত স্বাস্থ্যকেন্দ্রে নিয়ে যেতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতকের কী সব বিপদচিহ্ন দেখা দিলে দ্রুত স্বাস্থ্যকেন্দ্রে নিয়ে যেতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী করনীয়,প্রসব পরবর্তী পরিচর্যা (পিএনসি)  গুলো কি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'প্রসব পরবর্তী পরিচর্যা (পিএনসি)  গুলো কি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী পরিবার পরিকল্পনাপদ্ধতি (পিপিএফপি) গুলো কি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী পরিবার পরিকল্পনাপদ্ধতি (পিপিএফপি) গুলো কি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী অতিরিক্ত রক্তক্ষরণজনিত মাতৃমৃত্যু প্রতিরোধ করতে কী করণীয় ?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী অতিরিক্ত রক্তক্ষরণজনিত মাতৃমৃত্যু প্রতিরোধ করতে কী করণীয় ?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী অতিরিক্ত রক্তক্ষরণজনিত মাতৃমৃত্যু প্রতিরোধে কি করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী অতিরিক্ত রক্তক্ষরণজনিত মাতৃমৃত্যু প্রতিরোধে কি করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী সাক্ষাত কেনো প্রয়োজন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী সাক্ষাত কেনো প্রয়োজন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,মায়ের যত্ন কীভাবে করতে হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'মায়ের যত্ন কীভাবে করতে হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতকের যত্ন কিভাবে করতে হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতকের যত্ন কিভাবে করতে হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতককে শুকানোর পদ্ধতি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতককে শুকানোর পদ্ধতি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতককে মোড়ানোর পদ্ধতি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতককে মোড়ানোর পদ্ধতি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,কিভাবে নাড়ি বাঁধতে হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'কিভাবে নাড়ি বাঁধতে হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নাড়ী কাটা,কীভাবে নাড়ি কাটা হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নাড়ী কাটা', 'question': 'কীভাবে নাড়ি কাটা হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক কে স্তন্যপান,মায়ের দুধ খাওয়ানোর মূল বার্তা গুলো কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'মায়ের দুধ খাওয়ানোর মূল বার্তা গুলো কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক কে স্তন্যপান,বুকের দুধের উপকারিতা কাদের জন্য?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'বুকের দুধের উপকারিতা কাদের জন্য?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,মায়ের আরামদায়ক অবস্থান কোনগুলো?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'মায়ের আরামদায়ক অবস্থান কোনগুলো?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,মা শিশুকে কোলে নেবার সময় কি কী বিষয় খেয়াল রাখতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'মা শিশুকে কোলে নেবার সময় কি কী বিষয় খেয়াল রাখতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,মা শিশুকে কোলে নিয়ে বুকে লাগানোর সময় কি কী বিষয় খেয়াল রাখতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'মা শিশুকে কোলে নিয়ে বুকে লাগানোর সময় কি কী বিষয় খেয়াল রাখতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,মায়ের কোলে শিশুর সঠিক অবস্থান কোনগুলো?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'মায়ের কোলে শিশুর সঠিক অবস্থান কোনগুলো?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক কে স্তন্যপান,হাতের সাহায্যে বুকের দুধ গেলে বের করার পদ্ধতি কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'হাতের সাহায্যে বুকের দুধ গেলে বের করার পদ্ধতি কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক কে স্তন্যপান,বের করা দুধ শিশুকে খাওয়ানোর নিয়ম কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'বের করা দুধ শিশুকে খাওয়ানোর নিয়ম কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর  বিপদ,জন্মের পর পর শ্বাস না নিলে তাৎক্ষণিকভাবে কি করতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর  বিপদ', 'question': 'জন্মের পর পর শ্বাস না নিলে তাৎক্ষণিকভাবে কি করতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর  বিপদ,জন্মের পরপর শ্বাস না নিলে কী করা উচিত নয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর  বিপদ', 'question': 'জন্মের পরপর শ্বাস না নিলে কী করা উচিত নয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর  বিপদ,নবজাতকের মৃত্যুর প্রধান কারণ সমূহ কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর  বিপদ', 'question': 'নবজাতকের মৃত্যুর প্রধান কারণ সমূহ কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর  বিপদ,নবজাতকের বিপদচিহ্ন গুলো কি কি?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর  বিপদ', 'question': 'নবজাতকের বিপদচিহ্ন গুলো কি কি?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,বিপদজনক রোগীর  সেবা,রোগীর বিপদ বা খারাপ লক্ষণ দেখা দিলে কী করনীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'বিপদজনক রোগীর  সেবা', 'question': 'রোগীর বিপদ বা খারাপ লক্ষণ দেখা দিলে কী করনীয়?'}"
